applicant_id,name,email,phone,nationality,age,employment_status,years_employed,monthly_income,monthly_expenses,family_size,dependents,housing_type,total_assets,total_liabilities,net_worth,credit_score,label
6a62451b-1471-4a8b-8d43-4f545e97480e,Karla Rodriguez,icrawford@example.org,784.545.2525x2492,Expat,25,part_time,7,3504.89,3578.28,4,0,government,274402.12,218170.44,56231.67999999999,840,DECLINE
6e1fa61a-f94b-40f2-9147-5734c5c5c30c,Ashley Smith,katie59@example.org,001-495-676-8827x1982,Emirati,63,employed,20,8037.91,6662.17,4,4,government,396949.55,137134.08,259815.47,413,DECLINE
de7a0eb4-3ea0-4495-bec5-c441d8d2c006,Anna Cisneros,taylorjeremy@example.org,470.204.8130,Expat,22,unemployed,0,643.86,601.73,5,5,rented,307404.79,72169.27,235235.51999999996,726,APPROVE
44ab95d4-920b-46bd-89c8-5b929c33a229,Brenda Anderson,martindavid@example.net,001-419-379-5793x030,Expat,33,employed,2,13479.98,9242.89,7,0,family,21767.21,116064.4,-94297.19,682,DECLINE
21540b38-3982-404e-b879-899e972ec932,Jason Garcia,pughryan@example.org,795.587.5778x4307,Emirati,22,employed,5,4600.92,3601.71,6,5,government,176149.52,101564.18,74585.34,479,DECLINE
40967c2f-391f-4117-8e8e-ddbf68b9ea70,James Parsons,gordonjohn@example.org,(639)663-6892x376,Expat,34,self_employed,17,4934.43,4008.27,1,1,family,21903.14,59840.95,-37937.81,342,DECLINE
1b118773-2458-4eff-9077-2d06401bebad,Monique Stephenson,valenciaamanda@example.org,900.387.3553x3137,Expat,65,employed,13,6433.33,6687.28,4,0,family,431069.27,14341.21,416728.06,639,DECLINE
ee3470fb-80a2-42ee-afa3-cbd181327c18,Nicole Johnson,dominiquefrank@example.com,(353)901-1832,Expat,56,self_employed,2,5390.37,5291.54,7,1,family,93408.61,207620.55,-114211.93999999999,676,DECLINE
9039d58c-b2b8-47de-8556-adca0c423f13,Donna Young,matthew99@example.org,833-895-2042,Emirati,62,unemployed,0,481.82,469.36,5,4,government,40034.46,198275.77,-158241.31,613,APPROVE
a9c3b9e4-1daa-4479-b1cb-e896d7af5da6,Bonnie Spencer,dalejordan@example.net,959.909.8884x8147,Emirati,60,self_employed,1,6471.3,7662.16,6,5,family,363407.2,273482.17,89925.03000000003,745,DECLINE
b5fb97e1-a20d-4431-8e5a-5fb5830744cb,Jesse Carrillo,phillipsmolly@example.com,(431)605-9703,Emirati,26,self_employed,14,7130.86,6318.36,6,6,rented,374948.99,47996.02,326952.97,331,APPROVE
17b5cc92-ca8c-483e-91ea-c3a2591d4463,Bryan Foster MD,qjohnson@example.com,313.857.5841x74360,Expat,22,employed,11,12342.18,14305.31,4,3,rented,183164.24,114856.32,68307.91999999998,333,APPROVE
e427a8cb-ac96-4fec-92e0-61cb806e18fc,Jessica Bryant,gina34@example.org,617-901-7125x699,Expat,53,unemployed,0,597.05,327.68,6,5,owned,324780.37,74883.5,249896.87,416,APPROVE
a029568f-3b55-418e-91b5-e24b76dcb367,Betty Vega,williamsheather@example.org,001-438-682-4727x2988,Expat,29,employed,2,12299.57,6126.54,5,1,government,352018.91,64371.13,287647.77999999997,592,DECLINE
ad646a08-489c-4625-94aa-be836aa0ddc4,Devin Carter,benjaminmurphy@example.com,484-822-5928x448,Emirati,63,self_employed,9,10105.13,8425.02,2,2,owned,483780.62,295972.4,187808.21999999997,655,DECLINE
8bbdd765-a89e-4f2c-916e-5a2a20447d69,Xavier Robinson,phoffman@example.net,(838)387-4561,Expat,53,unemployed,0,763.13,606.85,6,6,rented,60681.23,60294.11,387.1200000000026,442,APPROVE
16bb62ef-2772-4c1d-91bb-32b0dfd405de,Meghan Miller,lisa51@example.com,+1-486-719-8193,Expat,44,part_time,15,3410.99,2450.89,8,4,owned,275823.47,183584.51,92238.95999999996,388,DECLINE
d6021761-372b-4fdc-b11a-aee651101fbf,Michael Smith,danielwashington@example.com,(241)779-6601,Emirati,26,employed,17,14668.56,16170.15,3,1,family,321169.29,134992.35,186176.93999999997,829,DECLINE
83844ad2-f91e-4017-8aa7-be5136f684f2,Morgan Cox,jgregory@example.net,001-830-796-0077x5638,Expat,23,self_employed,16,10313.91,6980.64,1,0,family,259051.07,91237.36,167813.71000000002,465,DECLINE
aa73a29e-a945-41cf-814f-68202a8ef6e1,Kimberly Lynch,amosley@example.com,001-861-415-0663,Emirati,28,part_time,18,2905.17,2651.81,4,4,owned,275420.71,37551.09,237869.62000000002,610,APPROVE
4d58904f-e2d6-4f01-8df8-dba8656a2b66,Belinda Bishop,iochoa@example.com,869-294-4991x173,Expat,58,part_time,0,3475.71,3108.98,1,1,rented,14186.74,13638.54,548.1999999999989,571,DECLINE
31de5cf1-8896-4504-a037-8268fda885c3,Cody Cunningham,reginald36@example.net,001-843-527-8015x3992,Expat,44,part_time,5,2448.83,2328.57,5,0,government,402344.08,205497.25,196846.83000000002,604,DECLINE
c76f55fd-2e17-44e6-b683-139a1cc0fb55,Mark Gonzalez,kimberly92@example.net,(395)928-4523x42115,Emirati,38,self_employed,11,4040.23,2038.75,8,6,family,303330.13,93774.75,209555.38,626,DECLINE
34419ccc-e95b-459d-b170-c574c0a64f98,Aaron Jackson,medinakimberly@example.net,001-498-610-5687x8379,Expat,33,unemployed,0,183.78,200.56,8,6,family,224798.01,42263.29,182534.72,351,APPROVE
70ccfd08-bbcf-4980-b8b8-bc4bf5232d5b,Marvin Vasquez,david99@example.com,(978)762-8875x36468,Expat,49,unemployed,0,1400.63,1083.32,6,4,government,360564.21,56950.23,303613.98000000004,463,APPROVE
c7e84856-ec6a-4bd0-8a94-05a18b81df90,Michael Armstrong,scottcook@example.net,628.209.6841x873,Expat,36,employed,15,14342.79,6317.03,2,0,family,252722.23,290005.99,-37283.75999999998,520,DECLINE
6764dfe7-47eb-416f-be97-39921bdd3a15,Timothy Fitzgerald,michaeledwards@example.net,274.400.5700,Emirati,41,employed,18,8171.13,5887.02,2,0,family,441227.87,218252.42,222975.44999999998,712,DECLINE
0ca5e0c0-2dcb-49c3-8cab-8f76c1edd56c,Megan Williams,james15@example.org,+1-563-580-7846,Expat,27,part_time,10,2159.05,1543.99,2,0,rented,225177.19,164957.13,60220.06,421,APPROVE
bd546c74-7f92-4479-b0b7-5a689fe01760,Melvin Kim,qwoodward@example.com,282-822-5317x0663,Emirati,38,unemployed,0,750.12,389.43,7,7,government,22651.68,41110.91,-18459.230000000003,641,APPROVE
67e56e96-a8c0-4156-9f4c-c8875b652155,Gloria Anderson,leslie02@example.net,+1-394-488-3913x79098,Expat,39,part_time,0,2178.86,1699.32,3,2,government,308250.24,252780.58,55469.66,644,DECLINE
e64e2faa-b2d1-4926-a988-cc1bc66776f9,Erin Cuevas,elainevincent@example.org,(440)912-3222x2594,Emirati,64,employed,18,10004.43,11741.76,7,4,government,398377.41,217597.26,180780.14999999997,327,APPROVE
81f44c0d-4c28-443c-a651-78b6598c910d,Beth Brown,bbridges@example.com,950-203-4256x6862,Emirati,19,employed,3,5046.14,2145.9,8,3,rented,314512.62,185920.74,128591.88,689,DECLINE
4288fd8b-7d93-4f2a-b1bb-130e11bfd814,Robert Carter,bradleywilliams@example.net,+1-718-239-0907x72777,Emirati,51,self_employed,1,6187.8,6674.79,6,6,government,206480.05,61167.5,145312.55,813,DECLINE
4557a516-1666-43ee-9578-2b24e36a11d2,Douglas Dean,edgarwright@example.com,396-666-5289,Expat,61,unemployed,0,1497.18,1008.89,6,4,government,239185.49,113047.43,126138.06,477,APPROVE
9b42fd6f-2733-4667-b451-1f6fe8aab542,Lisa Brown,josephleon@example.org,642-583-2631x148,Expat,48,part_time,15,1576.79,1519.9,8,4,family,123259.57,167426.0,-44166.42999999999,530,APPROVE
e858e58a-96ed-4982-9e7f-05f30bb66a6b,Heather Yoder,cpitts@example.org,847-805-9112,Emirati,40,part_time,9,1863.37,1178.32,5,1,family,286738.4,162957.26,123781.14000000001,704,DECLINE
789fddba-d70f-4fd5-86c8-53b7b4b829c6,Joshua Moore,whitneyvilla@example.net,958-879-8061x295,Emirati,33,self_employed,18,9473.38,4617.15,5,1,family,106993.4,248385.51,-141392.11000000002,577,DECLINE
078d353d-5e82-4a2c-9bc0-6707d0780d0c,Monica Braun,danahernandez@example.net,(207)809-4877,Emirati,44,employed,17,10655.33,4306.3,4,1,owned,26245.55,123990.41,-97744.86,783,DECLINE
8e64c506-bdeb-4c2e-84af-ffe0394dd397,Rebecca Cooper,fgonzales@example.net,(553)955-0940,Emirati,29,self_employed,7,8505.39,7840.6,8,1,owned,377955.53,86173.51,291782.02,592,DECLINE
067661ee-cde9-44d8-8cb8-421c68eb856e,Timothy Alexander,wfuller@example.net,+1-860-790-7930x4810,Expat,54,self_employed,0,11339.23,12488.97,3,2,rented,18169.92,250860.96,-232691.03999999998,807,DECLINE
2e3111e3-3081-4390-b846-6e6a21ddb1f0,Rhonda Soto,troybass@example.org,(482)504-8618x50493,Emirati,25,employed,8,6414.74,5153.41,6,6,rented,494549.74,162990.15,331559.58999999997,805,DECLINE
74964750-7262-4724-bde9-c2552453d722,Andrea Torres,jose52@example.org,(626)922-7286x767,Emirati,57,part_time,6,3193.36,2727.85,3,2,family,324142.67,215579.45,108563.21999999997,314,DECLINE
fbbacd18-19b2-4263-a83f-7c12d4291b29,Oscar Brown,amandakerr@example.com,3428020759,Emirati,34,self_employed,7,7152.81,4712.85,7,7,rented,43368.88,200776.76,-157407.88,489,APPROVE
03bfa057-ade7-48ed-8090-cd2a4a8e89f3,Patricia Hester,clong@example.com,214-342-2548,Emirati,47,self_employed,1,6467.36,6171.25,4,2,family,133497.16,98887.59,34609.57000000001,311,DECLINE
50d25228-249e-44da-a298-d2f025bacb54,Kylie Chapman,vevans@example.org,835.286.1387x74156,Emirati,26,part_time,7,2216.25,1538.16,3,2,owned,251260.24,268535.51,-17275.27000000002,618,DECLINE
1481a670-ce08-4be4-86d2-23ab8cd8c62b,Denise Pierce,robertrodriguez@example.com,2957403287,Emirati,51,self_employed,19,6549.79,6184.79,3,1,rented,494418.98,112087.45,382331.52999999997,782,DECLINE
b717651e-58a0-4072-9c49-c846ed85b4ed,Mark Mclaughlin,linda72@example.com,955-658-2291,Expat,51,self_employed,5,2781.03,2306.39,6,4,rented,282084.36,18527.41,263556.95,817,APPROVE
c894023b-cf98-475b-a01f-2ca058914e88,Troy Thompson,jnorris@example.org,+1-297-321-0680x75057,Expat,47,self_employed,16,8802.95,6714.41,2,0,government,358458.98,146648.39,211810.58999999997,822,DECLINE
9f035bab-4fe7-472d-af54-dd21acb6f6da,Andrew Brooks,jamestony@example.com,+1-302-936-5625x49590,Expat,40,employed,1,11073.21,9552.29,8,3,owned,154084.78,6531.14,147553.63999999998,560,DECLINE
704526df-05b3-46dd-8514-2c0571bcbafe,Maria Campbell,bzimmerman@example.net,978-888-5961x301,Expat,41,employed,4,14214.99,7732.74,1,1,family,34509.57,280132.67,-245623.09999999998,332,DECLINE
b4a18367-b535-46c4-a84b-64750d728eec,David Chandler,jillianrush@example.net,+1-518-381-3509x261,Expat,51,self_employed,17,10696.2,5805.67,8,1,family,453383.66,112693.66,340690.0,436,DECLINE
9b542ade-9ce6-4694-a994-cfba2128285e,Laura Shea,vlynch@example.net,5515592395,Emirati,33,unemployed,0,1252.23,880.85,4,4,government,378089.71,293547.2,84542.51000000001,774,APPROVE
8087f05b-4af0-4cff-8eef-fefcd9017bd4,Jennifer Lozano,heather89@example.net,(686)737-4513,Emirati,33,self_employed,19,3551.21,3296.08,6,6,owned,94240.23,262562.45,-168322.22000000003,415,APPROVE
a2f88aaa-f568-427a-80fb-e2992f79b92b,Carolyn Phillips,zacharybowers@example.net,+1-483-386-1022x3296,Expat,32,unemployed,0,151.35,65.9,2,2,rented,16788.14,179335.47,-162547.33000000002,349,APPROVE
7b2b7050-9f55-42e7-a51b-947319aae31e,Dr. Christopher Clark MD,vmitchell@example.com,(304)723-8770x517,Emirati,60,unemployed,0,210.2,134.82,1,0,family,496741.72,70248.46,426493.25999999995,626,APPROVE
351da47e-83b7-40ec-9d78-212a27e925c1,William Silva,phamadam@example.com,535-494-0216x8111,Expat,59,unemployed,0,450.75,197.21,7,7,government,30478.82,284556.08,-254077.26,479,APPROVE
e6ac0647-1b2e-4406-9fbc-01046a3f2362,Chelsea Aguilar,alison98@example.net,550-706-9703x99308,Emirati,47,self_employed,9,8963.08,9675.4,6,1,government,204129.59,89966.55,114163.04,488,APPROVE
c03744ae-145d-4573-bd0b-7425c17aef4e,Beverly Evans,jwalter@example.com,(826)405-8654,Expat,41,employed,2,14613.43,9706.39,7,3,family,278643.38,40227.83,238415.55,548,DECLINE
d5a53c78-873a-460e-b94e-277bc91e08de,Tyler Davis,alexanderbrooke@example.org,699.594.1283,Emirati,48,employed,18,3618.44,3776.64,4,1,owned,188583.99,181490.83,7093.1600000000035,340,APPROVE
f77ca195-ef84-4330-8c09-26e664e700f6,Ashlee Hardy,nguyenkaren@example.com,(455)525-1842,Expat,33,unemployed,0,454.78,545.58,6,5,owned,454497.08,63542.33,390954.75,494,APPROVE
9d8bfbc9-5803-4820-9016-7cd89bdf451b,Anthony Butler,qjohnson@example.com,+1-259-590-7624,Expat,50,unemployed,0,1372.69,887.77,7,5,government,276039.65,232654.16,43385.49000000002,689,APPROVE
8031d02e-fdf5-4a16-8220-2f51450d1475,Christopher Riddle DDS,nathan31@example.net,4549518963,Emirati,65,self_employed,1,2986.08,1941.96,8,5,rented,490659.23,140847.13,349812.1,627,APPROVE
3be8d121-1db9-4039-808d-010acf03c402,Karen Thomas,burtonbrett@example.org,001-972-310-9389,Emirati,42,unemployed,0,391.16,217.86,1,0,family,467379.13,173742.88,293636.25,727,APPROVE
6565365d-2df6-4172-85fc-3aa1aeff49fb,Corey Lindsey,erika15@example.com,(488)889-5224x8180,Expat,28,unemployed,0,825.96,441.55,8,7,government,471732.27,101269.29,370462.98000000004,800,APPROVE
c49113ea-0e74-4d36-ab83-63557a3a598d,Timothy Chen,vsmith@example.org,265.277.2722x51508,Emirati,18,unemployed,0,276.07,319.18,8,1,owned,444682.26,297097.06,147585.2,360,APPROVE
6c4c896f-3cf8-4518-99f3-6c863c554274,Jane Martinez,scrawford@example.net,(510)819-2392x39114,Expat,60,self_employed,19,10425.45,7282.81,3,3,rented,115716.7,212150.87,-96434.17,309,APPROVE
f10c8689-c4fc-42c4-b364-1ab45da8edf8,Chad Garcia,allenjennifer@example.com,634-789-5264,Emirati,24,self_employed,13,2066.12,854.78,1,1,family,275821.78,3555.29,272266.49000000005,842,DECLINE
2c3cd592-7331-4e7d-a7ad-3f6e9ce77398,Lauren Bowman,nicholstyler@example.net,379.647.0762,Expat,54,employed,12,5891.63,2729.09,3,3,family,309890.42,75725.46,234164.95999999996,662,DECLINE
3465ea98-cb54-440d-8cf7-b6642d9e9781,Katie Stanley,kphillips@example.net,+1-634-820-8882,Expat,21,unemployed,0,449.96,316.51,4,3,owned,414031.04,24185.08,389845.95999999996,332,APPROVE
7eaf9bb7-42c5-48fe-b5fe-b2235ae880c4,Louis Parker,glennhoward@example.net,577.977.3145x4798,Expat,35,employed,18,3992.23,2330.72,3,0,owned,422664.9,193472.17,229192.73,639,DECLINE
b7ce345a-390e-4851-adbc-868ab557e689,Christina Solomon,ryan30@example.com,408.406.7915,Emirati,63,employed,6,11213.14,4625.72,2,1,rented,140186.51,162909.21,-22722.699999999983,333,DECLINE
b2ccf3d5-3b6d-47ca-87c3-e30cc5c30530,Troy Morris,cory94@example.com,001-689-287-5472,Emirati,50,self_employed,4,4992.77,5015.17,2,1,family,281979.1,170008.78,111970.31999999998,698,DECLINE
b6913851-d420-4044-9e0d-54c3d7ae7604,Rebecca Valdez,cookeleslie@example.com,638.254.4899x868,Expat,32,part_time,14,1293.06,1173.19,1,0,family,116072.0,22805.47,93266.53,706,DECLINE
5f89719c-8e04-4023-a2f2-68f4998bd5bd,Robert Cohen,sara36@example.com,+1-957-813-8892x6538,Expat,27,part_time,2,2295.54,2227.79,7,3,family,339847.43,198201.57,141645.86,387,APPROVE
962445f4-42ed-4999-aaad-86424557a917,Charlene Taylor,josephgonzalez@example.org,(600)221-4768x0854,Emirati,26,self_employed,8,9396.55,6464.21,3,3,family,158339.11,31965.28,126373.82999999999,305,DECLINE
da705152-0a4f-45e9-820b-baafce637ab4,Kristina Jones,michellehammond@example.net,282.372.2988x625,Expat,42,employed,2,8171.75,5582.38,3,0,owned,278492.52,153732.25,124760.27000000002,405,DECLINE
0b09663c-0658-473a-9a8e-e00169685bec,William Pearson,robert50@example.com,974-855-7359x4394,Expat,37,employed,4,7965.72,5612.53,5,5,rented,389584.55,217453.15,172131.4,548,DECLINE
ea1a11c4-0765-4993-8d56-0d5eeadfd3af,Susan Conner,wayne08@example.com,+1-742-377-9238x443,Expat,56,part_time,7,1437.8,990.5,8,1,government,83603.7,82788.56,815.1399999999994,606,APPROVE
9a226ad4-1ab5-42f0-960a-4adeaf61b79f,Craig Hamilton MD,amandaleonard@example.com,938.617.5489x68938,Expat,59,unemployed,0,160.46,120.69,8,5,government,152329.0,284647.04,-132318.03999999998,640,APPROVE
f95c3257-9674-43e3-84ad-0c07690b7137,Bianca Jones,terrykyle@example.org,(448)932-2868x08572,Expat,65,unemployed,0,481.0,565.17,5,3,rented,473639.46,60255.45,413384.01,621,APPROVE
f29d9645-ec30-4fbc-bd2f-794b3e8a767c,Aaron Johnson,fergusonbarry@example.com,3318356883,Emirati,61,self_employed,17,5258.86,2944.12,4,4,owned,140150.07,235759.96,-95609.88999999998,673,DECLINE
33ae0836-dfcf-4cfc-9d32-af0956ca2d11,Mr. Tommy Mcgee,michelle15@example.com,001-785-202-2914,Emirati,34,employed,9,14315.7,7320.24,8,7,government,104824.2,239305.66,-134481.46000000002,370,APPROVE
35a72bb7-3aa7-4a5e-a400-a795ef84366f,Kimberly Henry,clarkevictoria@example.com,001-560-812-2696x1594,Expat,62,unemployed,0,1183.62,988.22,7,6,government,36982.57,297210.18,-260227.61,790,APPROVE
fd946e1b-e8a2-4aa3-9544-3d667e14c694,Katherine Jordan,schroederdaniel@example.com,737-585-7657x20534,Emirati,18,employed,13,12227.45,14337.58,2,1,government,328800.82,106502.65,222298.17,345,DECLINE
d188b7a6-a7b4-47a0-b311-183ee4303580,Kimberly Ball,samantha73@example.com,939.660.1784x94337,Emirati,40,employed,18,5664.01,4037.91,5,2,government,373426.51,167398.02,206028.49000000002,526,DECLINE
74c3e1e4-0e40-4ec8-a341-9d17788334f9,Mary Wilcox,smithwhitney@example.net,001-750-546-4633x250,Emirati,51,employed,14,4254.59,2763.41,8,5,rented,207987.71,288518.36,-80530.65,418,APPROVE
42d7fcbe-d68d-4b91-90c2-9f0ea9eab124,Heather Gutierrez,emily94@example.org,001-879-885-4333x007,Emirati,39,self_employed,3,6761.63,2946.36,6,2,owned,219082.97,209028.98,10053.98999999999,626,DECLINE
839ca90a-f0d5-460a-8d84-a6b49d07cf4f,Justin Watts,kanthony@example.com,001-202-724-6238x866,Expat,58,employed,7,14159.07,16520.38,3,3,family,370244.74,154798.17,215446.56999999998,463,DECLINE
05feb870-1305-403d-8044-661a71153249,Anthony Moreno,fordemily@example.net,001-992-759-2020x86684,Emirati,31,unemployed,0,960.72,683.14,3,3,government,216067.23,8757.68,207309.55000000002,502,APPROVE
c66caec8-9903-4c87-b229-ff2d211acec8,Melanie Bond,kyle81@example.com,6784935119,Expat,51,part_time,8,2732.04,2092.85,2,0,family,399751.18,161066.7,238684.47999999998,674,DECLINE
6f1db4aa-5b16-461e-ac25-6257c717a6ca,Melissa Hernandez,lisa74@example.org,455.786.2270x7267,Emirati,61,part_time,18,2833.93,3216.36,7,4,rented,293502.36,104377.39,189124.96999999997,768,APPROVE
8f81921b-3c75-4ff5-adfd-0e1e19c87a19,Charles Schwartz,james25@example.com,618.571.6634x272,Expat,45,unemployed,0,176.79,155.07,6,3,government,152690.0,54913.36,97776.64,444,APPROVE
2200388b-9366-4074-96e9-16dd149d694a,Lynn Logan,richard90@example.org,001-884-666-9699,Emirati,38,unemployed,0,953.25,601.57,8,7,rented,346716.46,193578.03,153138.43000000002,477,APPROVE
465aba91-b636-49f3-a8f7-71299e96c78c,Zachary Cisneros,nicholasallen@example.net,741-875-3450,Expat,63,self_employed,15,10655.22,7749.62,1,1,government,475920.98,145382.68,330538.3,499,DECLINE
92ccca2d-71ca-4d46-a075-3fc0518d75c8,Kevin Lopez,mandysmith@example.com,501-584-8218x49055,Expat,28,self_employed,17,3672.53,2276.54,8,0,family,282698.9,238764.27,43934.630000000034,525,DECLINE
1a75f087-cedc-48ae-aa37-b723d066e1a7,Jennifer Scott,dellis@example.net,613.661.6183x49081,Emirati,65,self_employed,13,7497.26,6275.83,8,7,owned,56605.5,34262.0,22343.5,675,DECLINE
a0ba696c-daac-4900-a108-0b62588268eb,Kenneth Kim,troberts@example.net,+1-924-971-9427,Emirati,31,unemployed,0,1312.21,1339.12,5,0,government,16115.2,78844.57,-62729.37000000001,389,APPROVE
cc85aa4c-8478-4920-9334-5bcfcd94a127,Sarah Downs,angie41@example.com,272-242-7890x649,Emirati,38,part_time,19,1497.94,1237.04,7,5,owned,69617.48,61985.9,7631.5799999999945,511,APPROVE
ad954939-5b2e-4eb1-bfcb-e9a651af0401,Elizabeth York,yberger@example.com,712-718-6970,Emirati,62,part_time,8,2718.21,3085.21,5,3,rented,476198.67,154324.5,321874.17,397,APPROVE
9e9a8907-b50b-43d2-ae34-df0ca7304044,Brian Thompson,shawnmurphy@example.net,(769)604-7022,Expat,58,unemployed,0,219.37,189.08,4,1,government,161048.36,74266.42,86781.93999999999,702,APPROVE
d79f8cc3-10f9-4994-a928-08011c07b092,Taylor Lee,uhopkins@example.com,+1-647-381-6498x8118,Expat,49,self_employed,11,6519.92,6231.5,7,4,government,316813.88,264037.52,52776.359999999986,395,DECLINE
9718fe64-9eb0-4515-b150-033ef8e4a3ad,Julie Burgess MD,kyleharvey@example.org,+1-802-703-6776x524,Emirati,45,part_time,12,3606.72,3738.52,1,0,family,423583.66,27942.5,395641.16,769,DECLINE
e6cd9f3f-2cbe-4741-8573-e64c625f8454,Erin Cook,jonathanclark@example.org,489.231.2751,Emirati,20,unemployed,0,402.81,449.26,8,5,government,414171.81,101326.55,312845.26,433,APPROVE
f232d7b7-be1d-4b27-ae4b-d3cc3ba984dd,Bethany Aguirre,morristracy@example.org,578.725.8665,Expat,28,employed,4,3195.38,1795.34,8,6,owned,464716.44,47395.05,417321.39,767,DECLINE
5fe5af12-f2d5-4713-b23e-917d6fee2bde,Ann Lopez,vweiss@example.com,(499)936-9589x090,Expat,59,part_time,7,2963.76,2668.82,2,1,owned,125194.64,111553.13,13641.509999999995,469,DECLINE
8e8b7ef8-915e-4850-b317-e9e39709e59b,Kimberly Wilson,harringtonamy@example.com,001-246-971-9191x5421,Emirati,45,employed,10,3013.04,1224.65,2,0,government,238403.35,39809.94,198593.41,531,DECLINE
ba5c1816-cd6a-429a-b21f-aa9507fd60a9,Pam Tate,nsanchez@example.com,(699)270-4109,Expat,26,unemployed,0,106.24,73.74,8,5,owned,191534.96,219229.01,-27694.050000000017,404,APPROVE
b6dd48aa-ff83-4ab2-89b1-82ba88e62024,Kimberly Sampson,joseph74@example.com,+1-461-886-5225,Emirati,44,self_employed,6,8415.76,5730.71,3,3,rented,338568.54,20523.48,318045.06,308,DECLINE
adeb083f-14e2-4778-a70e-2ba0b25bac47,Bonnie Wilson,jesus82@example.org,001-308-350-3622,Emirati,35,self_employed,4,2866.88,1868.07,4,3,family,50232.56,225733.69,-175501.13,693,APPROVE
1d466177-1299-4b0a-8083-a2e5090fed0a,Alyssa Martinez,ssilva@example.org,461-258-4249,Emirati,65,employed,16,9640.76,7849.5,4,1,family,300003.93,182277.93,117726.0,327,DECLINE
cf09bb34-f2b5-466c-aaba-7b1cbdcb5254,Richard Delacruz,sharon15@example.net,851-265-3393x48026,Emirati,51,self_employed,15,8461.7,4147.88,5,3,government,391900.8,238133.41,153767.38999999998,545,DECLINE
2a8fbc60-5fd0-4657-9dc9-587cee51dcce,Nathan Kelly,pamelataylor@example.org,+1-419-321-0841x56094,Emirati,19,employed,15,14207.09,13444.93,6,4,family,65991.44,258244.2,-192252.76,730,DECLINE
ef770b07-66b9-4ba0-b576-70ae62a5263a,Martin Mosley,shannonflores@example.net,466.812.4424x52878,Emirati,58,employed,12,6146.22,4541.2,1,1,family,19913.43,18140.66,1772.7700000000004,707,DECLINE
e3748a4f-e489-4975-bbc8-38a47795d762,Christopher Mendoza,michelle47@example.net,728-201-0583,Emirati,37,unemployed,0,125.4,108.99,5,3,family,39510.78,276277.46,-236766.68000000002,459,APPROVE
5e57e7a1-2bae-4691-97af-d1cd3270543d,Jose Smith,myersalexandra@example.net,(404)941-6943,Emirati,18,self_employed,5,2579.06,2405.91,4,2,owned,43106.4,130345.08,-87238.68,764,APPROVE
6deb1583-ec4f-4f47-a50b-a28bd1430608,Samantha Riley DVM,kathyclark@example.com,660.882.4450,Expat,64,unemployed,0,245.75,123.25,1,1,rented,476508.1,156901.61,319606.49,565,APPROVE
d621470d-8d04-4a60-afd6-123d229822cc,Rebecca Stewart,loganrodriguez@example.org,(468)867-3801x60126,Emirati,49,employed,11,7020.13,5364.49,1,1,owned,214662.28,157156.26,57506.01999999999,569,DECLINE
37cfba62-b4ff-41c2-a96e-7f438157cd34,Charlotte Ramirez,mary31@example.com,+1-382-986-8125x895,Emirati,18,unemployed,0,235.96,190.43,6,5,rented,386664.48,268280.53,118383.94999999995,418,APPROVE
cc6eb297-fb4e-4bb3-a78b-13d67aac60a7,Tina Lee,becky79@example.org,+1-852-671-9831x987,Expat,64,unemployed,0,707.65,465.24,1,0,government,191489.74,45025.4,146464.34,336,APPROVE
6cac765b-7571-4ff4-a1dd-a295e651e791,Nicole Malone,xyoung@example.net,9567531062,Expat,22,part_time,1,3477.99,3629.18,5,1,rented,285767.98,35820.28,249947.69999999998,353,APPROVE
6c164622-24c3-416d-992a-ac676fa15f1c,Steven Smith,alisonjarvis@example.com,694.208.7187,Expat,65,self_employed,18,9735.27,5456.98,5,2,owned,155348.89,25915.66,129433.23000000001,767,DECLINE
af2c618a-ee91-41f2-82f3-ee55e0c1a744,James Lopez,brittany04@example.net,697-790-0625x6991,Expat,19,unemployed,0,552.41,223.78,8,2,rented,485928.87,299336.13,186592.74,500,APPROVE
6d80f1c6-2f38-4e75-99b9-1c765e0270c4,Donald Brooks,jasonreyes@example.org,8169978208,Expat,24,unemployed,0,953.91,883.17,6,6,owned,346730.4,2878.45,343851.95,643,APPROVE
4dfa160a-8541-48b3-8edb-9475a41a2c6d,Daniel Ruiz,chenkim@example.com,3905031977,Emirati,51,unemployed,0,629.72,274.0,4,0,family,480592.53,291767.77,188824.76,445,APPROVE
4d4808e7-0b49-4ed8-a2d0-d09473223a7c,Randy Potter,agriffin@example.net,9044326485,Emirati,45,self_employed,2,6584.58,6953.12,6,5,rented,373949.7,174231.19,199718.51,817,APPROVE
5d3339d2-e845-45e3-ba57-8235a6a332ea,Alexander Anderson,nrussell@example.com,235.782.5450x95152,Emirati,22,unemployed,0,437.51,333.47,4,2,family,425456.85,277812.59,147644.25999999995,702,APPROVE
9e7d7fbd-abd3-416c-a214-7697177868b6,Sandra Gill,blackbarry@example.org,(384)718-4657x75010,Emirati,52,unemployed,0,1169.91,761.88,3,3,government,292354.02,46623.17,245730.85000000003,468,APPROVE
c49effab-438f-4d1b-a1d8-325cc31359f1,Jared Lewis,heatherpotts@example.net,(882)540-2246x80688,Emirati,31,part_time,19,2355.75,2499.71,4,2,rented,231673.3,255744.66,-24071.360000000015,392,APPROVE
